unique_id_number,program_description,plain_language_program_name,brief_excerpt,plain_language_eligibility,how_to_apply_summary,program_code,government_agency,get_help_by_calling_other,apply_by_mail_call_to_action
P018s,"Las exenciones para veteranos reducen los impuestos sobre la propiedad para los veteranos que califiquen, sus cónyuges o cónyuges sobrevivientes que no se hayan vuelto a casar y para los padres de soldados que hayan fallecido en el cumplimiento de su deber (padres con Estrella de Oro).",Exención del impuesto sobre la propiedad para veteranos,Reducción de impuestos sobre la propiedad para los veteranos que califiquen y hayan prestado servicio en ciertos conflictos.,"Para ser elegible para la exención para veteranos, debería poder responder “sí” a todas estas preguntas:\nEn la actualidad, ¿es propietario con escritura, cónyuge o viudo/a que no se ha vuelto a casar del propietario de la vivienda?\n¿Es la vivienda su residencia principal?\n¿Es un veterano que sirvió en las Fuerzas Armadas de los Estados Unidos en alguno de los siguientes conflictos?\nConflicto del Golfo Pérsico (incluyendo los conflictos de Afganistán e Irak): del 2 de agosto de 1990 al presente.\nGuerra de Vietnam: del 1 de noviembre de 1955 al 7 de mayo de 1975.\nGuerra de Corea: del 27 de junio de 1950 al 31 de enero de 1955.\nSegunda Guerra Mundial: del 7 de diciembre de 1941 al 31 de diciembre de 1946.\nPrimera Guerra Mundial: del 6 de abril de 1917 al 11 de noviembre de 1918.","Envíe una solicitud hasta el 15 de marzo para que los beneficios inicien el 1 de julio de ese mismo año. Si el 15 de marzo es fin de semana o feriado, la fecha de vencimiento será el siguiente día laborable.\nHaga la solicitud en línea: (https://a836-pts-efile.nyc.gov/SmartFile/Filing/FilingType/Info/NYC_VET) Complete la solicitud en línea (https://a836-pts-efile.nyc.gov/SmartFile/Filing/FilingType/Info/NYC_VET_COOP) . Si vive en una vivienda cooperativa, presente su solicitud usando la (https://www1.nyc.gov/assets/finance/downloads/pdf/payment_operations/2020/veterans.pdf) solicitud para viviendas cooperativas (http://www1.nyc.gov/site/finance/pay-now/person.page) .\nEnvíe su solicitud por correo: (https://a836-pts-access.nyc.gov/care/search/commonsearch.aspx?mode=address) Descargue e imprima la solicitud de exención inicial o llame al 311 para que le envíen una por correo. Envíe su solicitud completada y los documentos por correo a:New York City Department of Finance P.O. BOX 311 Maplewood, NJ 07040-0311\nHaga la solicitud en persona: Visite un centro comercial del Departamento de Finanzas.Cuando haga la solicitud, deberá dar el distrito, la manzana y el lote (BBL) de su casa. Use la herramienta de búsqueda de direcciones de viviendas para obtener esta información.",S2R018,NYC Departamento de Finanzas,,Descargue el formulario
P003k,EarlyLearn은 생후 6주부터 2세 사이의 어린이를 대상으로 무료 또는 저비용 보육 및 교육을 제공합니다. 뉴욕시의 수백 개 프로그램이 아이들을 위한 안전하고 쾌적한 학습 환경을 제공하고 있습니다.,생후 6주부터 2세 사이의 어린이를 대상으로 한 무료 또는 저비용 보육,하루 최대 10시간의 조기 보육 및 교육 서비스.,"\n조기 헤드 스타트 프로그램 Early Head Start 참여 자격이 있는지를 확인하는 가장 좋은 방법은 프로그램 운영 기관에 직접 문의하는 것입니다. 다음 중 하나 이상에 해당하는 경우, 귀하의 가족은 Early Head Start의 참여 대상이 될 수 있습니다.임시 주택에 살고 있는 경우\nHRA 현금 보조(Cash Assistance)를 받는 경우\n보충 보장 소득 (Supplemental Security Insurance, SSI)을 받는 경우\n가정 위탁을 하고 있는 이이를 등록하려는 경우\n가계 소득이 이 금액 이하인 경우에도 대상이 될 수 있습니다.\n 가족 구성원 수| 연 소득\n 1| $14,580\n 2| $19,720\n 3| $24,860\n 4| $30,000\n 5| $35,140\n 6| $40,280\n 7| $45,420\n 8| $50,560\n 추가 인원당:| $5,140\n \n 영아/유아 프로그램 아와 같은 허가된 “돌봄 사유” 중 하나 이상에 해당해야 합니다.주 근로 시간 10시간 이상인 경우\n교육 또는 직업 훈련 프로그램에 참여 중인 경우\n구직을 시작했거나 구직활동 기간이 최대 6개월인 경우 여기에는 실업 수당을 받는 동안 이루어진 구직 활동이 포함됩니다\n임시 주택에 살고 있는 경우\n가정 폭력 피해 지원 서비스에 참여 중인 경우\n약물 남용으로 치료를 받고 있는 경우\n가계 소득이 이 금액 이하이라면 대상이 될 수 있습니다.\n 가족 구성원 수| 월 소득| 연 소득\n 1| $4,301| $51,610\n 2| $5,624| $67,490\n 3| $6,948| $83,370\n 4| $8,271| $99,250\n 5| $9,594| $115,130\n 6| $10,918| $131,010\n 7| $11,166| $133,987\n 8| $11,414| $136,965\n 9| $11,662| $139,942\n 10| $11,910| $142,920\n 11| $12,158| $145,897\n 12| $12,406| $148,875\n 13| $12,654| $151,852\n 14| $12,903| $154,830\n 15| $13,151| $157,807\n","EarlyLearn 보육을 신청하는 가장 좋은 방법은 프로그램에 방문하는 것입니다.\nMySchools (https://www.myschools.nyc/ko/schools/3k/) 에서 프로그램을 찾으십시오.\n“More Filters(추가 필터)”를 클릭하고 “EarlyLearn”에서 해당하는 옵션을 체크 표시합니다.\n가까운 곳에 운영되는 프로그램을 찾으려면 자택 주소를 입력하십시오.\n프로그램에 방문하세요. 직원이 신청서 작성을 돕고 실수한 내용이 없는지 확인해드립니다. 이미 HRA 혜택을 받는 경우, 할당된 HRA 혜택 이용 센터(Benefits Access Center) (http://www.nyc.gov/html/hra/html/services/job_centers.shtml) 에서 신청하세요.프로그램에 방문할 수 없는 경우, 신청서를 우편으로 보내셔도 됩니다.\n (https://www1.nyc.gov/site/acs/early-care/forms.page) 본인의 언어로 신청서를 다운로드하거나 311번에 전화하여 우편으로 신청서를 받아볼 수 있습니다.\n신청서를 보낼 이메일 주소: ccapplication@schools.nyc.gov\n이메일을 보낼 수 없는 경우, 다음 주소로 우편 발송NYC DOE Family Welcome Center333 7th Ave12th floorNew York NY 10001",S2R003,"NYC 교육부(Department of Education, DOE)",,신청서 다운로드
P004s,"Cuando presenten su declaración de impuestos de 2024, las familias pueden reclamar este crédito fiscal por un valor de hasta $2,000 para cada hijo menor de 17 años que califique. Se pueden reembolsar hasta $1,700, lo que significa que puede obtener el dinero incluso si no debe ningún impuesto.",Crédito tributario para familias con hijos,"Cuando presenten su declaración de impuestos de 2024, las familias pueden reclamar este crédito fiscal por un valor de hasta $2,000 para cada hijo menor de 17 años que califique.","Debe cumplir los requisitos de abajo para ser elegible para el crédito del año fiscal 2024.\nGanó hasta $200,000 y hasta $400,000 si está casado y presenta una declaración conjunta.\nEstá reclamando a un niño en su declaración de impuestos que es:\nMenor de 16\nEl niño debe tener un Número de Seguro Social (SSN) o un Número de Identificación Fiscal de Adopción (ATIN). El contribuyente puede usar un SSN o un Número de Identificación de Contribuyente Individual (ITIN).\nLos niños calificados deben ser su hijo, hija, hijastro, hijo adoptivo elegible, hermano, hermana, hermanastro, hermanastra, medio hermano, media hermana o un descendiente de uno de estos (por ejemplo, nieto, sobrina o sobrino).\nSu hijo o dependiente debe haber vivido con usted durante más de la mitad del año en los EE. UU. y debe reclamarlo como dependiente en su declaración de impuestos.\nSu hijo no puede dar más de la mitad de su propio apoyo financiero.","Presente sin cargo sus impuestos federales congetyourrefund.org (https://www.getyourrefund.org/) para reclamar el Crédito Tributario por Hijos. Si envía su declaración de impuestos por correo, complete elFormulario 1040 (https://www.irs.gov/pub/irs-pdf/f1040.pdf) y elAnexo 8812 (https://www.irs.gov/pub/irs-pdf/f1040s8.pdf) . También puede obtener ayuda gratis para presentar la declaración de impuestos en línea, en persona o entregando sus documentos enNYC Free Tax Prep (https://www1.nyc.gov/site/dca/consumers/file-your-taxes.page) .",S2R004,Departamento de Protección al Consumidor y al Trabajador (DCWP) de la ciudad de Nueva York/Servicio de Impuestos Internos (IRS),Llame al800-906-9887para encontrar el centro de Asistencia Voluntaria para los Impuestos (VITA) o de Asesoría sobre Impuestos para Adultos Mayores (TCE) más cerca de usted.,
P008f,"Les programmes Head Start offrent aux enfants de 3 à 4 ans un environnement sûr et positif pour apprendre, jouer et développer des compétences qui les préparent pour la maternelle et au-delà. Head Start fournit également des services de santé, de nutrition et autres aux enfants et à leurs familles.",Soins et éducation aux enfants de 3 à 4 ans de familles à revenus modestes,"Les programmes Head Start sont gratuits, sont fournis tout au long de l’année et ce pendant au moins huit heures par jour.","La meilleure manière de déterminer si votre famille est admissible à Head Start est de contacter directement un programme. Votre famille peut être admissible si l’un ou plusieurs de ces critères s’appliquent à vous :\nVous vivez dans un logement temporaire ;\nVous recevez (https://access.nyc.gov/fr/programs/cash-assistance/) l’aide financière en espèces de la HRA (https://access.nyc.gov/fr/programs/supplemental-nutrition-assistance-program-snap/) ;\nVous recevez des prestations SNAP\nVous percevez l’allocation supplémentaire de revenu de sécurité (Supplemental Security Income, SSI) ;\nVous inscrivez un enfant qui est en famille d’accueil ;\nLes revenus de votre foyer sont inférieurs aux montants ci-dessous :\nTaille du foyer|Revenus annuels\n2|$21,500\n3|$26,650\n4|$32,150\n5|$37,650\n6|$43,150\n7|$48,650\n8|$54,150\n9|$59,650\n10|$65,150\nPour chaque personne supplémentaire :|ajouter $5,500\nDans certaines situations, votre famille peut être admissible au programme Head Start, même si vous gagnez plus que le plafond de revenus.\nPar exemple : si vous consacrez plus de 30 % de votre revenu au logement, les programmes Head Start peuvent calculer si votre revenu est toujours admissible après soustraction des coûts de logement. Vous devez présenter des documents pertinents pour que les programmes Head Start puissent évaluer votre situation.",Pour trouver un programme Head Start et déposer une demande d’inscription :\nRendez-vous sur MySchools (3-K) (https://www.myschools.nyc/en/schools/3k/) ou MySchools (Pre-K) (https://www.myschools.nyc/en/schools/pre-k/) .\nCliquez sur « More Filters » (plus de filtres). Sélectionnez la case « Head Start » dans « Year-Round 3-K / Pre-K Programs ».\nSaisissez l’adresse de votre domicile pour trouver des programmes proches de chez vous.\nContactez un programme susceptible de vous intéresser.,S2R008,"Département de l’éducation de la ville de New York (NYC Department of Education, DOE)",,
P015r,"SCRIE помогает пожилым гражданам (в возрасте 62 лет и старше), соответствующим критериям отбора, оставаться в доступном жилье благодаря неизменяемой арендной плате. Жильцы платят ту же арендную плату. Налоговый вычет на недвижимость покрывает разницу между фактической суммой арендной платы и фиксированным платежом арендатора.",Замораживание арендной платы для пожилых граждан,"Программа освобождения от повышения арендной платы помогает жителям г. Нью-Йорка, которые соответствуют установленным критериям, избежать выселения","Вы имеете право на получение льгот по программе SCRIE, если вы ответили «да» на все перечисленные ниже вопросы:\nВам 62 года или больше?\nВаше имя указано в договоре аренды?\nСовокупный доход вашего домохозяйства составляет не более $50 000?\nАрендная плата составляет более трети вашего месячного дохода?\nВы живете в городе Нью-Йорке в одном из указанных ниже типов жилья?\nКвартира со стабилизированной арендной платой\nКвартира с контролируемой арендной платой\nГостиничное помещение с регулируемой арендной платой или комната на одного человека (SRO)\nКвартира в жилом комплексе Mitchell-Lama\nКвартира по программе Limited Dividend\nКвартира, принадлежащая компании по реконструкции жилых районов\nКвартира в кооперативе собственников жилья (HDFC)","\nПодайте заявку онлайн. Если вы впервые рассматриваете возможность участия в программе SCRIE, то можете подать заявку онлайн (https://www1.nyc.gov/site/rentfreeze/tools/nyc-tap.page) .\nВы также можете (https://www1.nyc.gov/assets/finance/jump/dof-appointments.html) записаться на виртуальное собеседование, (https://www1.nyc.gov/assets/rentfreeze/downloads/pdf/scrie/scrie-initial-application-only.pdf) чтобы подать заявку на SCRIE.\nПодайте заявку по почте. Скачайте (https://www1.nyc.gov/assets/hpd/downloads/pdfs/services/scrie-application.pdf) форму заявки (mailto:SCRIE@hpd.nyc.gov) или получите ее в центре помощи SCRIE.\nОтправьте по почте заполненную и подписанную заявку с подтверждающими документами по адресу:Rent Freeze Program – SCRIEP.O. Box 3179Union, NJ 07083Если вы живете в домах программы Mitchell-Lama или компании по реконструкции жилых районов:\nСкачайте форму заявки HPD SCRIE и отправьте ее по адресу:HPD SCRIE Unit100 Gold Street, 7th floorNew York, New York, 10038\nВы также можете отправить заполненную заявку по адресу электронной почты: SCRIE@hpd.nyc.gov.",S2R015,"Департамент финансов г. Нью-Йорка (NYC Department of Finance, DOF) / Департамент по сохранению и развитию жилищного фонда г. Нью-Йорка (NYC Housing Preservation and Development, HPD)","Обратитесь в SCRIE через телетайпЗвоните по номеру 212-639-9675, если у вас проблемы со слухом.Позвоните в HPDЗвоните по номеру 212-863-8494, если у вас есть вопросы о программе SCRIE, контролируемой HPD.",Скачать форму
P009a,بإمكان التلاميذ الانضمام إلى مئات من برامج ما بعد الدراسة المجانية في مدينة نيويورك من خلال نظام COMPASS NYC. تقدم برامج COMPASS المساعدة في الواجبات المدرسية والرياضة والفنون وغيرها المزيد، وهي برامج مجانية ومتوفرة في جميع أنحاء المدينة.,برامج ما بعد الدراسة للتلاميذ,يوفر نظام COMPASS NYC مئات البرامج للصغار من سن الحضانة حتى المرحلة الثانية عشر,إن جميع طلاب مدينة نيويورك الملتحقين برياض الأطفال حتى الصف الثاني عشر مؤهلون للالتحاق ببرامج COMPASS.قد يكون لكل برنامج متطلبات عمرية ومتطلبات للأهلية مختلفة.,"العثور على برنامج عبر الإنترنتاستخدم Discover DYCD للبحث عن برامج متاحة في منطقتك.\nاذهب إلى موقع Discover DYCD (https://discoverdycd.dycdconnect.nyc/programme-public?categoryList=Afterschool%20Programs) الإلكتروني.\nاختر ""afterschool programs"" (برامج ما بعد الدوام المدرسي) وانقر على ""Search"" (بحث).الحضور شخصيًالتسجيل طفلك في أحد برامج COMPASS بمدينة نيويورك، تواصل مع طاقم عمل برنامج ما بعد الدوام المدرسي في مدرسة طفلك.",S2R009,إدارة تنمية الشباب والمجتمع (DYCD) بمدينة نيويورك,الاتصالاتصل بخدمة Youth Connect التابعة لـDYCD على الرقم 4646-246-800 أو6800-343-646 . يمكنك أيضًا التحدث إلى طاقم عمل برنامج ما بعد الدوام المدرسي في مدرسة طفلك لمعرفة المزيد من المعلومات.,
P018a,تخفض إعفاءات المحاربين القدامى الضرائب العقارية على المحاربين القدامى المؤهلين أو أزواجهم أو الأزواج الباقين على قيد الحياة غير المتزوجين من بعدهم ووالدي الجنود الذين ماتوا أثناء الخدمة (عائلة Gold Star).,خفض الضريبة العقارية على المحاربين القدامى,تخفض الضرائب العقارية على المحاربين القدامى المؤهلين الذين خدموا في نزاعات معينة.,لتكون مؤهلًا للحصول على إعفاء المحاربين القدامى، ينبغي أن تكون قادرًا على الإجابة بنعم عن كل هذه الأسئلة.\nهل أنت المالك الحالي أو الزوج أو الأرملة/الأرمل لمالك العقار دون زواج مرة أخرى؟\nهل العقار هو محل إقامتك الأساسي؟\nهل أنت من قدامى المحاربين في القوات المسلحة الأمريكية خلال أحد النزاعات التالية؟\nنزاع الخليج الفارسي (بما في ذلك نزاعات أفغانستان والعراق) - بداية من 2 أغسطس 1990 حتى الوقت الحاضر\nحرب فيتنام - من 1 نوفمبر 1955 حتى 7 مايو 1975\nالحرب الكورية - 27 يونيو 1950 حتى 31 يناير 1955\nالحرب العالمية الثانية - من 7 ديسمبر 1941 حتى 31 ديسمبر 1946\nالحرب العالمية الأولى - 6 أبريل 1917 حتى 11 نوفمبر 1918,"قم بتقديم الطلب بحلول 15 مارس للحصول على المخصصات لتبدأ في الأول من يوليو من نفس العام. إذا صادف الخامس عشر من مارس عطلة نهاية أسبوع أو عطلة، فإن الموعد النهائي سيكون يوم العمل التالي.\nالتقدم بطلب عبر الإنترنت: (https://a836-pts-efile.nyc.gov/SmartFile/Filing/FilingType/Info/NYC_VET) أكمل الطلب عبر الإنترنت (https://a836-pts-efile.nyc.gov/SmartFile/Filing/FilingType/Info/NYC_VET_COOP) . إذا كنت تقيم في سكن تعاوني، فتقدم بطلب باستخدام (https://www1.nyc.gov/assets/finance/downloads/pdf/payment_operations/2020/veterans.pdf) استمارة طلب للسكن التعاوني (http://www1.nyc.gov/site/finance/pay-now/person.page) .\nالتقدم بطلب عبر البريد: (https://a836-pts-access.nyc.gov/care/search/commonsearch.aspx?mode=address) قم بتنزيل وطباعة طلب الإعفاء الأولي أو اتصل على الرقم 311 للحصول على واحد بالبريد. أرسل طلبك المكتمل والمستندات بالبريد إلى:New York City Department of Finance P.O. BOX 311 Maplewood, NJ 07040-0311\nالتقدم بطلب بالحضور شخصيًا: قم بزيارة مركز أعمال تابع لإدارة المالية.عند التقديم، سوف تحتاج إلى منطقتك الإدارية والمربع السكني وقطعة الأرض (BBL) لمنزلك. استخدم البحث عن عنوان العقار (Property Address Search) للحصول على هذه المعلومات.",S2R018,إدارة المالية NYC,,قم بتنزيل الاستمارة
P019hc,"HEAP ede fwaye ki pa gen anpil revni yo konble depans pou chofaj lakay yo. Avantaj la kapab peye pou gaz, sous sèvis piblik ou yo, ak ranplasman epi reparasyon ekipman chofaj. Nou peye founisè chofaj oswa konpayi sèvis piblik la avantaj la dirèkman. Ou kapab jwenn HEAP menmsi chofaj ou a antre nan lwaye w.",Lajan pou depans chofaj ak sèvis piblik,HEAP ede moun nan fanmi ki elijib yo peye depans chofaj lakay yo.,"Elijiblite pou Avantaj regliye HEAP la baze sou:\nprezans yon moun nan kay la ki poko gen 6 lane, ki gen 60 lane oswa plis oswa ki gen yon andikap pèmanan\nprensipal sous chofaj la\nrevni ak kantite moun ki nan kay laFwaye w la ka elijib pou yon Avantaj regliye HEAP si:\nYon manm nan fwaye w la se yon Sitwayen Ameriken oswa yon moun ki Pa Sitwayen men ki Kalifye\nW ap resevwa Avantaj Pwogram Èd Nitrisyon Siplemantè (Supplemental Nutrition Assistance Program, SNAP) a oswa\nW ap resevwa Èd Tanporè (Temporary Assistance, TA) a oswa\nW ap resevwa kòd A Revni Sekirite Siplemantè ( Supplemental Security Income, SSI Pandan w ap Viv Poukont Ou)\nRevni total fwaye w la chak mwa egal oswa pi piti pase gid revni aktyèl pou fwaye ki gen kantite moun fwaye w la genyen an sou tablo sa a:\nKantite moun ki nan kay la|Revni Maksimòm Anvan Taks Chak Mwa pou peryòd 2024-2025 la\n1|$3.322\n2|$4.345\n3|$5.367\n4|$6.390\n5|$7.412\n6|$8.434\n7|$8.626\n8|$8.818\n9|$9.010\n10|$9.201\n11|$9.393\n12|$9.585\n13|$9.952\nPou chak moun anplis, ajoute:|Ajoute $672\nMoun lakay ou kapab elijib pou resevwa avantaj HEAP an Ijans yo si ou kapab reponn wi pou kesyon sa yo:\nÈske nenpòt nan sa yo aplikab pou ou?\nYo koupe oswa prevwa koupe kouran ki fè sistèm chofaj oswa tèmosta ou a fonksyone a.\nYo koupe sistèm chofaj ou oswa gen posibilite pou yo koupe li.\nOu pa gen gaz oswa ou gen mwens pase yon ka tank gaz.\nÈske fakti pou chofaj oswa elektrisite ou a fèt sou non w?\nÈske resous ki disponib nan fwaye ou a:\nmwens pase $3,750 si li gen ladanl yon moun ki gen 60 an oswa plis oswa si moun nan poko gen 6 zan.\nmwens pase $2,500 si li gen ladanl yon moun ki gen 60 an oswa plis oswa si moun nan poko gen 6 zan.\nÈske w respekte youn nan direktiv sou revni sa yo?\nOu resevwa avantaj SNAP, Èd Tanporè, oswa Revni Sekirite Siplemantè Kòd A.\nFanmi w nan limit oswa anba limit direktif yo bay pou revni brit chak mwa ki ekri nan tablo ki vin apre a pou kantite moun ki lakay ou.",Wè plis avantaj sou ACCESS NYC. Edikasyon Bonè,S2R019,,Rele HEAP Rele718-557-1399pou jwenn èd nan HEAP.,Telechaje aplikasyon an
P005hc,DRIE ede lokatè ki kalifye ki gen andikap yo rete nan lojman bon mache lè li bloke lwaye yo. Lokatè yo peye pri lwaye ki bloke a. Yon kredi sou taks sou pwopriyete peye pou diferans lan ant pri lwaye aktyèl la ak pri lwaye ki bloke a.,Estabilizasyon pri lwaye pou moun andikape,Yon pwogram pou bloke pri lwaye pou ede Moun Vil New York ki kalifye yo rete lakay yo,"Pou w ka kalifye pou DRIE, ou sipoze kapab reponn “Wi” pou tout kesyon sa yo:\nÈske ou gen 18 an oswa plis?\nÈske non ou sou kontra lwaye a?\nÈske revni tout moun nan kay la mete ansanm se $50,000 oswa pi piti pa ane?\nÈske ou depanse plis pase yon tyè revni chak mwa ou nan lwaye?\nÈske ou te resevwa revni nan avantaj sa yo?\nAsirans Sekirite Siplemantè (Supplemental Security Insurance, SSI)\nAsirans pou Andikap nan Sekirite Sosyal (Social Security Disability Insurance, SSDI) Federal\nPansyon oswa konpansasyon nan U.S. Department of Veterans Affairs (VA)\nMedicaid pou andikap la si ou te resevwa swa SSI oswa SSDI deja\nÈske w ap viv nan NYC nan youn nan kalite lojman sa yo?\nyon apatman pri lwaye estabilize\nyon apatman pri lwaye kontwole\nyon devlopman Mitchell-Lama\nyon devlopman Dividann Limite\nyon devlopman yon konpayi redevlopman\nyon apatman Section 213 Cooperative\nyon otèl oswa yon chanm kay ak lwaye kontwole","AnliySi w ap aplike pou DRIE pou premye fwa, ou ka aplike sou entènèt (https://www1.nyc.gov/site/rentfreeze/tools/nyc-tap.page) . (https://www1.nyc.gov/assets/finance/jump/dof-appointments.html) Planifye yon randevou Vityèl (https://www1.nyc.gov/assets/rentfreeze/downloads/pdf/drie/drie-initial-application-only.pdf) pou aplike pou DRIE.Nan lapòs\nEnprime yon (https://www1.nyc.gov/site/rentfreeze/help/help-temporary-centers.page) premye aplikasyon epi ranpli li. Ou ka pran youn nan Sant Èd DRIE a tou oswa rele 311 pou mande pou yo voye yon aplikasyon ba ou nan lapòs.\nVoye aplikasyon ou ranpli ak siyen an nan lapòs ansanm ak dokiman sipò yo bay: Rent Freeze Program – DRIEP.O. Box 3179Union, NJ 07083Fas-a-fasJwenn yon Sant Èd Depatman Finans tou pre kote w rete a pou aplike. Ou ka bezwen pran yon randevou pou vizite yon sant.Nan TelefònSi w ap viv nan yon apatman Konpayi Fon Devlopman Lojman (Housing Development Fund Company, HDFC), rele HPD nan 212-863-8494 pou aplike pou DRIE.",S2R005,"Depatman Finans (Department of Finance, DOF); Prezèvasyon ak Devlòpman Lojman Vil New York (NYC Housing Preservation and Development, HPD)",Rele DRIE ak TTYRele 212-639-9675 si ou gen difikilte pou tande,Telechaje aplikasyon
P009c,學生可以透過 COMPASS NYC 參加紐約的數百個免費課後計劃之一。COMPASS 計劃可以提供家庭作業幫助、體育、美術等。他們都是免費的且遍佈整個城市。,學生課後計劃,COMPASS NYC 為從幼兒園到 12 年級的青少年提供了數百個課程。,從幼稚園到 12 年級的紐約市全體學生均有資格登記 COMPASS 計畫。各項計畫均有不同的年齡與資格要求。,線上尋找計畫透過 Discover DYCD 搜尋您所在區域的計畫。\n前往 Discover DYCD (https://discoverdycd.dycdconnect.nyc/programme-public?categoryList=Afterschool%20Programs) 網站。\n選擇「Afterschool Programs」（課後計畫），然後按一下「Search」（搜尋）。親自前往要為您的子女登記 COMPASS NYC 計畫，請聯絡您子女就讀學校的課後計畫工作人員。,S2R009,"紐約市青少年與社區發展局 (Department of Youth & Community Development, DYCD)",致電請撥打 800-246-4646 或 646-343-6800 與 DYCD 青年聯合會聯絡。您也可以與您子女就讀學校的課後計畫工作人員交談，以瞭解更多資訊。,
P006f,"L’EITC est un crédit d’impôt pour les familles admissibles, les parents non gardiens, et les personnes qui travaillent à temps plein ou partiel ou les travailleurs indépendants. Il existe une version fédérale, une version de l’État et une version de la ville de New York de l’EITC.",Crédits d’impôt pour les familles et les personnes seules occupant un emploi,"Crédit d’impôt pouvant atteindre $11,000 pour les familles admissibles, les parents non gardiens, et les personnes qui travaillent à temps plein ou partiel ou les travailleurs indépendants.","Conditions d’octroi de l’EITC au niveau fédéral\nVous avez un numéro de Sécurité sociale valide (Social Security Number, SSN).\nVos revenus, votre situation matrimoniale et parentale en 2024 correspondaient à l’un des éléments ci-dessous.\nMarié(e), avec des enfants admissibles et des revenus s’élevant à $66,819 maximum.\nMarié(e), avec des enfants non admissibles et des revenus s’élevant à $25,511 maximum.\nCélibataire, avec des enfants admissibles et un revenu s’élevant à $59,899 maximum.\nCélibataire, avec des enfants non admissibles et un revenu s’élevant à $18,591 maximum.\nVous avez des enfants qui remplissent les conditions requises, notamment des enfants biologiques, des beaux-enfants, des enfants placés et des petits-enfants.\nSi vous n’avez pas d’enfants, l’EITC est disponible uniquement pour les déclarants âgés de 25 à 64 ans.\nMarié(e), déclaration fiscale séparée : Un conjoint qui ne remplit pas de déclaration commune peut demander l’EITC si :\nvous aviez un enfant admissible qui a vécu avec vous pendant plus de la moitié de l’année ; et\nvous étiez légalement séparés selon la loi de l’État à la fin de l’année 2024 ou vous avez vécu séparé(e) de votre conjoint(e) pendant les six derniers mois de l’année 2024.\nVous avez perçu des revenus d’investissement inférieurs à $11,600 en 2024.‎*Si vous n’êtes toujours pas sûr d’être admissible, l’IRS dispose d’unecalculatrice qui vous permettra de savoir si vous êtes admissible (https://www.irs.gov/credits-deductions/individuals/earned-income-tax-credit/use-the-eitc-assistant) ‎. Qualifications pour l’EITC de l’État de New York\nvous n’avez pas demandé le crédit pour revenu professionnel du parent non gardien (https://www.tax.ny.gov/pit/credits/nceic.htm) , et\nvous avez eu droit à l’EITC fédéral et l’avez demandé.Conditions d’octroi de l’EITC au niveau de la ville de New York\nêtre résident de la ville de New York toute l’année ou une partie de l’année, et\navoir demandé le crédit d’impôt fédéral sur le revenu professionnel.","Déposez gratuitement votre déclaration de revenus fédérale sur lesite getyourrefund.org (https://www.getyourrefund.org/) pour demander l’EITC fédéral. Vous devrez également déclarer séparément votre remboursement d’impôt d’État pour bénéficier de l’EITC de l’État et de la ville de New York. Si vous envoyez vos impôts par la poste, vous aurez besoin de ces formulaires :\nFormulaire 1040 (https://www.irs.gov/pub/irs-pdf/f1040.pdf) ou (https://www.irs.gov/forms-pubs/about-form-1040-nr) 1040NR (https://www.irs.gov/pub/irs-pdf/f1040sei.pdf) pour l’EITC fédéral\nAnnexe Crédit de l’impôt sur le revenu (Schedule EIC) (https://www.tax.ny.gov/pdf/current_forms/it/it215_fill_in.pdf) pour la déclaration de revenus fédérale, si vous avez un enfant ;\nFormulaire IT-215 (https://www.tax.ny.gov/pdf/current_forms/it/it215i.pdf) pour le crédit d’impôt de l’État de New York ;\nFeuille de calcul C dans le formulaire des consignes pour le formulaire IT-215 (https://www1.nyc.gov/site/dca/consumers/file-your-taxes.page) pour le crédit d’impôt de la ville de New York.Vous pouvez également obtenir de l’aide gratuite pour remplir votre déclaration d’impôts grâce aux servicesNYC Free Tax Prep‎.",S2R006,,"Trouvez l’adresse d’un bureau VITA ou TCE Appelez le800 906 9887pour trouver le bureau le plus proche du service d’assistance fiscale bénévole (Volunteer Income Tax Assistance, VITA) ou des conseils en fiscalité pour les personnes âgées (Tax Counseling for the Elderly, TCE).",
P013s,"La Sección 8 paga parte del alquiler para familias de ingresos bajos y moderados que quieran alquilar en el mercado privado. La elegibilidad para este programa se basa en los ingresos y el tamaño de la familia. Por lo general, las familias no pagarán más del 40% de sus ingresos mensuales como parte del alquiler. La NYCHA paga el resto al dueño de la propiedad.",Vales que pagan parte de su alquiler,La Sección 8 paga parte del alquiler para familias de ingresos bajos y moderados que quieran alquilar en el mercado privado.,"La elegibilidad para los programas de la Sección 8/HCV se basa principalmente en cuánto gana su familia y el tamaño de la familia.\nTamaño del grupo familiar|Ingresos anuales\n1|$56,700\n2|$64,800\n3|$72,900\n4|$81,000\n5|$87,500\n6|$94,000\n7|$100,450\n8|$106,950\n",Las solicitudes para el Vale de Elección de Vivienda de la Sección 8 de la Ciudad de Nueva York están cerradas actualmente.,S2R013,NYC Autoridad de vivienda,"Llame si tiene preguntas Llame al Centro de atención al cliente (Customer Contact Center, CCC) de la NYCHA al718-707-7771.",
